"Participant","Recruitment","Condition","Experiment_StartDate","Experiment_Duration","Browser_Version","Mobile","Platform","Screen_Width","Screen_Height","Reward","Gender","Age","Education","Discipline","Student","Ethnicity","Country","Experiment_Enjoyment","Experiment_Feedback","Accuracy_Respiratory_A","Accuracy_Gastric_Q8","Accuracy_ColonBladder_Q1","Accuracy_Respiratory_Q1","Accuracy_State_Q3","Accuracy_Genital_A","Accuracy_Cardiac_Q1","Accuracy_Gastric_Q2","Accuracy_ColonBladder_Q3","Accuracy_ColonBladder_Q5","Accuracy_Gastric_Q5","Accuracy_State_Q4","Accuracy_ColonBladder_Q2","Accuracy_Gastric_Q1","Accuracy_ColonBladder_Q4","Accuracy_Gastric_Q6","Accuracy_SkinThermo_Q2","Accuracy_SkinThermo_Q1","Accuracy_State_Q5","Accuracy_Cardiac_Q2","Accuracy_SkinThermo_Q3","Accuracy_Genital_Q2","Accuracy_Gastric_Q4","Accuracy_Genital_Q1","Accuracy_Gastric_Q7","Accuracy_Gastric_Q3","Accuracy_State_Q1","Accuracy_SkinThermo_Q4","Accuracy_State_Q2","Sexual_ColonBladder_Q2","Sexual_State_Q3","Sexual_State_Q5","Sexual_State_A","Sexual_State_Q4","Sexual_SkinThermo_Q3","Sexual_Genital_Q2","Sexual_Gastric_Q2","Sexual_Respiratory_Q1","Sexual_Cardiac_Q1","Sexual_SkinThermo_Q2","Sexual_State_Q1","Sexual_Gastric_Q1","Sexual_SkinThermo_Q1","Sexual_Genital_Q1","Sexual_ColonBladder_Q1","Sexual_State_Q2","Nociception_ColonBladder_Q1","Nociception_ColonBladder_Q2","Nociception_State_Q2","Nociception_SkinThermo_Q1","Nociception_Cardiac_Q1","Nociception_Respiratory_Q1","Nociception_Respiratory_Q2","Nociception_ColonBladder_A","Nociception_SkinThermo_Q2","Nociception_Gastric_Q1","Nociception_Genital_Q2","Nociception_Genital_Q1","Nociception_SkinThermo_Q3","Nociception_Cardiac_Q2","Nociception_State_Q1","Confusion_ColonBladder_A","Confusion_Gastric_Q1","Confusion_State_Q1","Confusion_Respiratory_Q1","Confusion_ColonBladder_Q1","Confusion_Gastric_Q2","Confusion_Genital_Q1","Confusion_Cardiac_Q1","Confusion_SkinThermo_Q1","Confusion_State_Q2","Anxious_Cardiac_Q1","Anxious_State_Q5","Anxious_Genital_Q1","Anxious_State_Q1","Anxious_ColonBladder_Q1","Anxious_State_Q4","Anxious_SkinThermo_A","Anxious_State_Q3","Anxious_SkinThermo_Q1","Anxious_SkinThermo_Q4","Anxious_SkinThermo_Q3","Anxious_State_Q2","Anxious_Respiratory_Q1","Anxious_Gastric_Q1","Anxious_SkinThermo_Q2","Sensitivity_State_Q1","Sensitivity_SkinThermo_Q6","Sensitivity_SkinThermo_Q1","Sensitivity_Gastric_A","Sensitivity_Respiratory_Q7","Sensitivity_Cardiac_Q6","Sensitivity_Respiratory_Q5","Sensitivity_State_Q3","Sensitivity_Respiratory_Q1","Sensitivity_Cardiac_Q4","Sensitivity_Cardiac_Q5","Sensitivity_Cardiac_Q7","Sensitivity_Genital_Q2","Sensitivity_Gastric_Q2","Sensitivity_ColonBladder_Q3","Sensitivity_Respiratory_Q6","Sensitivity_SkinThermo_Q3","Sensitivity_Cardiac_Q3","Sensitivity_Gastric_Q1","Sensitivity_Respiratory_Q3","Sensitivity_Cardiac_A","Sensitivity_Respiratory_Q4","Sensitivity_Gastric_Q4","Sensitivity_SkinThermo_Q7","Sensitivity_Gastric_Q5","Sensitivity_State_Q4","Sensitivity_Genital_Q3","Sensitivity_Gastric_Q3","Sensitivity_Genital_Q1","Sensitivity_Cardiac_Q1","Sensitivity_ColonBladder_Q1","Sensitivity_SkinThermo_Q8","Sensitivity_ColonBladder_Q4","Sensitivity_State_Q2","Sensitivity_SkinThermo_Q4","Sensitivity_Cardiac_Q2","Sensitivity_State_Q5","Sensitivity_SkinThermo_Q2","Sensitivity_SkinThermo_Q5","Sensitivity_Gastric_Q6","Sensitivity_Respiratory_Q2","Sensitivity_ColonBladder_Q2"
"S383","prolific","Random","2024-11-21 10:28:44",29.3284833333333,"firefox 132.0.0","false","Windows 10",2560,1279,"Automatic","Female",30,"High school",NA,FALSE,"Black","United States",4,NA,0,6,0,3,1,0,2,0,0,6,3,3,1,4,4,5,0,1,3,5,6,3,6,3,3,0,2,5,2,2,0,3,6,6,0,4,0,2,3,2,6,0,3,4,0,3,0,0,5,2,2,0,0,0,5,4,4,6,2,3,4,6,0,3,2,0,0,3,0,3,4,5,0,0,4,0,5,0,0,4,6,0,3,5,3,6,5,2,2,6,2,4,3,1,2,0,0,4,2,3,0,4,3,3,3,2,6,1,5,6,0,6,3,2,3,2,6,0,2,3,4,4,3,2,4,2,3,3
"S171","prolific","Domains","2024-11-19 14:39:37",14.9952833333333,"chrome 130.0.0","false","Windows 10",1536,703,"Automatic","Female",50,"Bachelor","Arts and Humanities",FALSE,"White","United States",4,NA,0,5,5,5,5,0,4,5,2,4,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,1,5,4,1,5,6,1,1,5,2,4,5,4,6,2,5,6,4,6,5,0,5,5,0,0,0,0,5,3,5,5,5,0,5,6,6,2,0,5,4,4,4,4,4,5,1,5,5,5,5,0,0,5,2,2,6,5,2,5,5,4,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,5,6,2,5,5,6,5,5,5,5,4,5,5,5,4,5,5,6,5,5,5
"S349","prolific","Domains","2024-11-20 13:06:19",15.9970333333333,"safari 17.0.0","false","null",1540,700,"Automatic","Male",44,"High school",NA,FALSE,"White","United Kingdom",4,NA,0,4,6,6,6,0,4,6,1,6,0,5,6,6,4,5,5,4,6,0,6,5,4,6,0,5,6,5,6,0,2,4,6,6,0,6,2,6,6,0,6,0,2,6,0,6,4,0,6,4,0,0,0,0,6,0,6,6,6,0,5,6,4,4,0,0,4,6,0,5,1,5,0,0,6,4,4,0,5,0,0,4,6,5,0,6,5,4,0,6,2,4,5,4,2,0,6,5,5,5,0,4,5,4,4,4,6,5,0,0,0,6,5,0,6,5,6,6,0,5,6,5,5,5,0,2,4,6
"S186","prolific","Dimensions","2024-11-19 15:43:04",16.7803666666667,"chrome 131.0.0","false","Windows 10",1536,695,"Automatic","Male",19,"High school",NA,TRUE,"White","United Kingdom",2,NA,0,4,2,3,6,0,4,5,2,4,4,4,4,5,4,4,4,5,4,4,5,6,4,6,5,4,5,3,5,1,4,5,6,4,2,5,4,4,4,4,5,4,4,4,1,4,4,2,5,6,2,3,4,0,5,2,3,5,2,2,4,6,1,3,4,3,1,4,4,4,4,3,3,3,4,2,3,0,4,4,3,2,3,4,4,2,3,4,4,6,3,5,5,3,3,3,5,5,4,4,3,3,4,4,4,2,6,3,5,4,3,4,3,2,5,3,4,3,1,3,4,2,4,3,5,3,3,4
"S072","prolific","Random","2024-11-19 10:11:36",13.0292666666667,"chrome 109.0.0","false","Windows 10",1366,657,"Automatic","Female",41,"Master","Business, Economics",FALSE,"South Asian","United Kingdom",4,NA,0,4,3,3,5,0,3,4,1,3,4,3,5,3,5,4,4,1,1,4,6,0,6,6,1,3,5,1,4,2,5,5,6,6,1,5,3,5,5,3,5,0,5,6,2,0,3,0,4,3,0,0,0,0,5,0,4,5,5,0,4,6,5,3,1,2,4,4,1,1,4,6,2,0,2,2,6,0,4,5,0,1,5,4,3,2,2,2,1,6,4,1,3,2,2,3,3,4,2,1,5,3,5,4,1,3,6,5,2,1,1,6,2,2,2,4,5,5,1,2,6,5,5,5,5,1,3,5
"S395","prolific","Dimensions","2024-11-21 12:04:16",9.97856666666667,"chrome 131.0.0","false","Mac OS",1470,832,"Automatic","Female",21,"Bachelor","Medicine",TRUE,"Mixed","United Kingdom",NA,NA,0,5,4,4,5,0,6,5,0,4,5,5,6,4,6,4,5,4,1,2,2,6,6,6,0,1,6,5,6,2,5,6,6,6,3,5,6,6,5,2,6,2,5,6,4,6,1,1,6,3,4,6,6,0,6,4,5,5,6,6,6,6,6,3,4,1,2,4,6,3,3,6,0,1,6,2,6,0,5,4,5,3,5,6,4,6,6,6,6,6,5,4,2,4,3,6,2,6,6,6,3,2,5,6,6,6,6,5,4,5,2,6,2,4,3,6,4,6,1,5,6,6,4,4,6,5,5,5
"S081","prolific","Random","2024-11-19 10:55:58",9.51495,"chrome 129.0.0","false","Windows 10",1280,559,"Automatic","Female",28,"Master","Psychology, Neuroscience",TRUE,"White","United Kingdom",3,NA,0,6,5,4,4,0,2,5,3,5,5,5,2,6,4,4,5,4,5,5,5,0,5,4,1,6,5,5,5,5,5,5,6,5,1,5,1,5,5,3,5,1,6,5,1,4,4,1,5,5,1,2,2,0,5,5,3,5,5,5,5,6,5,5,2,4,1,4,1,4,3,6,0,4,5,5,5,0,5,5,5,5,5,4,5,5,2,4,4,6,5,5,4,3,4,2,5,5,5,5,5,3,6,4,5,4,6,5,5,5,6,6,1,6,3,5,4,5,4,3,6,3,5,4,5,6,5,4
"S381","prolific","Random","2024-11-21 09:27:55",8.10033333333333,"chrome 131.0.0","false","Windows 10",1366,607,"Automatic","Female",51,"Bachelor","Arts and Humanities",FALSE,"White","United States",4,"This was interesting - thanks! ",0,0,6,6,6,0,4,0,0,6,6,3,0,0,0,6,5,3,6,0,6,3,6,6,0,5,5,6,3,0,6,2,6,6,4,6,5,6,6,6,5,0,6,6,0,3,0,0,6,3,0,0,0,0,6,0,1,2,6,0,2,6,5,6,2,4,6,5,0,1,2,6,0,2,4,0,6,0,6,6,0,6,6,6,2,6,3,0,3,6,3,3,0,5,2,1,4,3,2,1,6,2,6,2,0,5,6,2,0,6,0,6,1,1,0,0,3,6,0,2,6,3,2,6,0,2,2,4
"S496","prolific","Dimensions","2024-11-22 08:27:17",20.6536,"chrome 130.0.0","false","Chrome OS",1536,730,"Automatic","Female",30,"Bachelor","Business, Economics",TRUE,"Black","United Kingdom",4,NA,0,5,2,4,6,0,2,5,2,6,5,5,5,5,4,3,5,4,4,5,4,4,5,6,6,5,5,4,6,2,5,6,5,6,3,6,5,5,5,1,6,1,4,6,0,6,3,0,6,6,0,0,1,0,6,2,5,6,6,3,6,6,6,3,5,2,6,5,5,6,4,4,1,4,6,5,5,0,4,4,2,3,5,5,4,2,6,5,5,6,5,4,6,6,5,0,5,5,5,4,4,5,3,3,3,4,6,2,6,6,5,6,2,3,6,4,4,4,0,5,6,2,5,4,4,3,3,5
"S106","prolific","Domains","2024-11-19 11:40:37",19.2942,"edge-chromium 130.0.0","false","Windows 10",1358,616,"Automatic","Female",53,"High school",NA,FALSE,"White","United Kingdom",3,"No thank you",0,3,1,2,6,0,0,3,0,6,0,2,6,4,6,6,5,3,6,0,6,0,6,5,6,1,4,0,3,0,2,6,6,6,3,6,3,5,4,1,6,0,5,6,0,4,4,1,6,1,0,0,0,0,5,1,4,4,3,0,3,6,2,0,0,0,3,0,0,3,0,1,3,0,3,4,6,0,0,4,0,2,3,3,0,4,4,0,5,6,3,0,5,4,0,0,6,3,3,0,3,0,5,1,0,2,6,0,3,0,5,6,3,0,3,0,6,1,2,4,6,0,3,5,0,3,1,6
"S090","prolific","Domains","2024-11-19 11:05:56",16.8415833333333,"chrome 130.0.0","false","Windows 10",1920,919,"Automatic","Female",32,"Bachelor","Arts and Humanities",FALSE,"White","United Kingdom",4,NA,0,3,4,4,6,0,3,6,0,3,5,6,4,6,4,2,5,4,3,0,5,2,6,6,1,2,6,4,6,0,0,6,6,6,0,6,6,6,6,4,6,1,3,6,0,6,6,0,5,4,0,0,2,0,4,2,6,6,1,0,5,6,3,2,2,0,0,3,4,3,1,4,0,0,6,4,6,0,2,3,4,3,6,3,4,6,6,6,4,6,5,0,2,4,3,0,6,6,5,6,3,2,6,4,4,3,6,2,3,4,4,6,4,4,6,3,6,3,2,6,6,3,6,6,2,6,4,6
"S327","prolific","Domains","2024-11-20 07:57:14",14.6088833333333,"chrome 131.0.0","false","Windows 10",1920,911,"Automatic","Female",37,"High school",NA,FALSE,"White","United Kingdom",4,NA,0,5,6,4,6,0,4,4,4,6,4,6,0,6,0,0,5,3,6,4,6,2,0,4,6,6,6,6,6,2,0,6,6,6,0,6,6,6,6,4,6,3,4,6,4,6,6,0,6,3,0,2,0,0,6,6,4,4,6,0,6,6,4,3,0,1,0,6,3,6,0,6,4,6,6,6,6,0,0,6,3,3,6,6,6,6,6,6,6,6,6,3,0,0,3,4,3,6,6,6,6,6,6,6,6,5,6,4,0,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"S336","prolific","Domains","2024-11-20 12:13:17",8.5863,"chrome 131.0.0","false","Windows 10",1280,559,"Automatic","Female",47,"Bachelor","Literature, Languages",FALSE,"White","United Kingdom",NA,NA,1,2,1,4,3,0,3,4,1,2,1,4,4,4,4,4,3,4,5,1,4,2,2,4,2,1,4,1,4,1,3,4,6,5,1,4,2,4,4,1,4,2,2,5,1,4,4,0,4,5,1,0,0,0,4,1,3,4,2,2,3,6,2,1,1,1,2,1,1,1,2,4,1,0,5,0,6,0,2,1,1,2,5,5,3,2,4,2,3,6,3,2,1,3,3,2,4,4,4,2,3,4,3,2,2,3,6,2,2,2,0,5,2,3,4,2,3,4,3,5,5,2,5,4,2,2,2,4
"S181","prolific","Dimensions","2024-11-19 15:36:52",11.9493,"edge-chromium 131.0.0","false","Windows 10",1912,954,"Automatic","Female",53,"Bachelor","Arts and Humanities",FALSE,"Mixed","United States",4,"no thank you",0,0,5,2,4,0,4,1,0,6,1,6,0,2,0,5,0,3,5,1,6,0,4,6,3,1,2,5,4,3,0,6,6,6,1,6,6,4,4,5,5,3,5,6,4,6,6,2,5,3,0,1,1,0,6,4,4,4,4,0,5,6,2,5,1,0,4,0,1,2,1,4,3,1,4,5,6,0,2,5,2,1,4,5,5,5,4,0,6,6,4,3,3,4,3,2,2,4,6,3,6,3,5,3,5,3,6,1,6,5,4,5,0,2,4,3,6,5,6,4,6,3,4,6,6,5,3,6
"S397","prolific","Domains","2024-11-21 12:05:51",29.1906833333333,"chrome 131.0.0","false","Windows 10",1707,898,"Automatic","Male",61,"Bachelor","Engineering, Computer Science",FALSE,"White","United Kingdom",4,NA,0,0,3,6,5,0,6,6,0,1,1,6,0,6,6,4,5,4,5,0,6,4,6,6,4,0,6,0,2,0,5,5,6,6,0,6,4,5,5,5,6,0,5,6,0,4,3,0,3,0,0,0,0,0,3,0,0,3,3,0,5,6,0,0,0,0,3,0,0,3,3,2,0,0,2,0,3,0,3,2,0,0,2,2,2,2,5,0,0,6,2,0,0,5,3,5,0,3,5,3,6,3,3,4,5,3,6,6,0,0,5,6,5,4,4,3,0,3,0,3,6,5,3,5,0,0,4,0
"S013","prolific","Dimensions","2024-11-18 20:14:41",20.27475,"chrome 131.0.0","false","Windows 10",1536,695,"Automatic","Male",31,"Bachelor","Arts and Humanities",FALSE,"White","United Kingdom",4,"maybe put some more situation specific examples in ",0,1,4,3,5,0,3,2,2,5,1,4,1,4,2,6,3,4,4,1,3,4,2,6,2,1,5,2,2,2,1,5,6,5,0,5,3,5,4,3,6,2,4,4,1,4,3,1,4,5,0,1,1,0,4,2,6,5,5,0,5,6,4,3,1,1,5,5,0,2,2,5,0,0,4,1,5,0,2,2,1,1,5,4,3,2,5,3,3,6,4,2,2,4,3,1,4,5,4,2,5,4,3,2,3,3,6,2,2,2,4,5,5,2,5,5,4,3,5,3,2,1,5,4,2,3,3,4
"S375","prolific","Dimensions","2024-11-21 05:20:05",21.57315,"chrome 130.0.0","false","Windows 10",1280,551,"Automatic","Male",67,"Master","Business, Economics",FALSE,"White","United States",4,NA,0,4,3,6,6,0,6,6,0,5,4,6,0,6,0,2,6,6,6,0,6,0,0,6,0,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6,6,0,6,6,0,6,6,6,6,6,0,0,0,0,6,0,6,6,6,0,6,6,0,6,0,0,0,0,0,0,0,6,0,0,6,0,6,0,6,6,6,6,6,6,6,6,6,0,6,6,6,0,0,6,0,6,0,6,6,6,0,0,6,6,6,6,6,6,4,6,4,6,6,6,6,0,6,6,0,6,6,4,6,6,4,6,6,6
"S164","prolific","Random","2024-11-19 14:33:37",15.6589333333333,"chrome 131.0.0","false","Windows 10",1360,589,"Automatic","Female",39,"Bachelor","Literature, Languages",FALSE,"White","United Kingdom",2,NA,0,1,2,2,6,0,1,4,0,1,3,2,3,6,1,1,4,2,4,1,6,1,1,6,1,4,4,1,4,0,2,5,6,6,1,5,2,5,2,1,5,1,1,4,0,6,1,0,6,2,1,2,2,0,5,2,4,4,4,1,6,6,1,0,1,0,1,0,1,2,1,4,2,0,5,1,5,0,1,1,1,2,1,3,2,0,6,1,3,6,1,2,1,4,2,1,5,3,4,4,2,4,2,1,3,4,6,2,4,1,1,6,3,1,5,3,5,5,4,6,6,3,5,5,4,1,1,6
"S138","prolific","Random","2024-11-19 12:47:11",11.7125333333333,"chrome 131.0.0","false","Mac OS",1920,910,"Automatic","Male",55,"Bachelor","Sociology, Anthropology",FALSE,"White","United Kingdom",4,NA,0,5,3,2,6,0,3,1,2,6,4,2,4,5,4,6,3,4,0,3,6,5,6,5,3,4,3,5,2,6,4,5,6,5,2,6,1,3,3,5,5,2,2,6,5,4,6,1,3,5,1,1,1,0,6,3,3,6,2,2,4,6,5,6,5,5,3,1,4,4,4,5,4,1,5,4,5,0,4,5,2,6,5,2,6,2,4,3,5,6,2,0,4,2,2,1,5,1,4,3,4,5,2,2,5,2,6,2,0,6,4,4,3,3,2,3,3,1,4,4,5,1,4,5,2,5,3,5
"S195","prolific","Dimensions","2024-11-19 15:58:04",18.7767333333333,"chrome 130.0.0","false","Windows 10",1280,593,"Automatic","Female",27,"Bachelor","Arts and Humanities",FALSE,"Black","United States",3,NA,0,0,5,1,6,0,4,4,4,6,5,5,1,4,1,0,5,5,6,3,5,1,4,5,1,6,5,5,6,2,5,6,6,6,0,6,4,2,4,4,6,1,1,5,1,6,5,0,5,4,3,0,1,0,4,2,6,5,5,3,5,6,1,0,0,1,1,1,1,5,1,4,0,0,6,5,5,0,5,3,0,0,6,1,6,3,4,0,5,6,0,1,0,5,1,1,4,4,5,5,1,1,6,5,5,0,6,0,2,5,4,6,1,4,5,4,6,3,2,4,4,3,4,5,3,4,0,6
"S303","prolific","Dimensions","2024-11-19 21:45:40",19.6160166666667,"chrome 124.0.0","true","Android OS",1211,1074,"Automatic","Male",25,"Bachelor","Biology, Chemistry, Physics",TRUE,"Black","United Kingdom",3,NA,0,2,3,6,6,0,5,4,1,6,5,5,2,5,6,1,6,5,6,4,6,5,5,6,5,1,6,5,5,6,5,4,6,6,2,5,0,5,5,4,5,1,2,5,0,5,5,0,5,6,2,0,5,0,5,2,5,6,5,1,6,6,5,3,0,4,4,2,4,5,5,6,5,6,5,4,5,0,2,5,2,4,4,4,2,5,6,4,5,6,5,5,5,5,6,5,5,6,5,5,5,0,4,4,4,5,6,5,6,5,4,6,5,5,6,4,5,5,4,5,6,6,5,5,3,5,5,5
"S357","prolific","Dimensions","2024-11-20 14:02:37",13.5745833333333,"chrome 131.0.0","false","Windows 10",2048,991,"Automatic","Male",35,"Doctorate","Psychology, Neuroscience",NA,"White","United Kingdom",4,"Thanks - fun study!",0,4,5,1,4,0,2,4,1,4,1,4,1,5,1,1,5,4,5,0,5,3,1,6,3,2,3,5,5,0,5,5,6,4,2,5,1,4,4,2,5,1,2,5,2,4,5,0,5,5,0,0,0,0,6,0,5,5,5,0,6,6,4,2,1,1,2,2,1,4,1,5,1,2,5,5,5,0,5,6,1,5,4,5,3,3,5,4,5,6,2,1,4,3,2,0,5,1,5,5,6,3,5,3,5,3,6,3,2,5,6,6,5,3,6,2,5,4,3,4,6,1,6,6,5,4,1,6
"S180","prolific","Random","2024-11-19 15:36:45",16.4355,"chrome 130.0.0","false","Chrome OS",1920,945,"Automatic","Male",48,"High school",NA,FALSE,"White","United States",4,NA,0,4,5,5,5,0,5,4,2,5,2,6,1,6,4,3,4,5,5,1,6,1,3,6,5,2,6,3,5,2,4,6,6,5,2,6,4,4,5,5,6,2,6,6,3,6,5,0,5,4,0,0,0,0,5,0,5,5,5,0,4,6,2,5,1,1,3,1,0,4,2,4,2,2,6,2,5,0,1,5,3,6,6,4,4,6,6,5,4,6,3,3,1,5,2,3,1,4,5,4,4,2,6,1,4,3,6,3,1,2,1,5,5,3,3,2,4,5,1,5,5,3,5,4,5,3,1,5
"S485","prolific","Domains","2024-11-22 03:27:20",19.2255833333333,"chrome 103.0.0","false","Chrome OS",1366,649,"Automatic","Male",45,"High school",NA,FALSE,"White","United States",4,NA,0,4,2,2,5,0,2,4,2,2,4,4,5,5,4,5,3,2,4,2,5,5,5,4,5,3,4,6,5,0,2,4,6,4,2,5,4,4,2,2,5,1,4,5,0,4,4,0,4,2,0,0,0,0,5,1,5,6,4,1,5,6,4,3,1,4,5,5,2,4,3,1,1,0,4,1,4,0,4,3,1,2,4,3,2,4,4,4,5,6,2,0,5,3,2,3,2,2,4,2,4,1,3,2,3,2,6,3,2,2,5,5,4,2,6,4,5,3,4,5,4,2,4,5,4,3,2,4
"S493","prolific","Dimensions","2024-11-22 07:58:56",14.7551333333333,"edge-chromium 130.0.0","false","Windows 10",1272,562,"Automatic","Female",42,"Bachelor","Sociology, Anthropology",FALSE,"White","United Kingdom",4,NA,0,4,0,6,6,0,2,4,0,4,0,1,4,2,6,6,3,5,4,4,6,6,4,6,5,4,6,5,3,4,4,6,6,6,0,6,5,6,6,2,6,0,4,6,4,6,6,0,5,6,0,6,6,0,4,0,5,6,3,0,4,6,0,1,6,1,6,6,5,4,0,6,0,1,6,5,6,0,4,5,1,5,6,6,4,4,6,4,1,6,6,6,1,5,6,6,0,5,6,0,0,0,4,5,3,6,6,6,0,2,0,6,5,0,6,5,6,6,0,5,6,5,5,4,1,1,6,5
"S101","prolific","Random","2024-11-19 11:19:32",13.7049166666667,"edge-chromium 131.0.0","false","Windows 10",1528,706,"Automatic","Male",45,"Bachelor","Mathematics, Physics",FALSE,"South Asian","United Kingdom",4,NA,0,1,0,2,6,0,0,4,0,1,1,6,5,3,0,5,4,4,3,0,6,4,5,4,1,1,5,2,4,0,1,5,6,3,2,5,1,1,5,2,4,1,4,2,0,4,2,1,6,4,2,0,0,0,4,0,2,5,5,4,5,6,5,0,2,0,3,1,0,2,1,3,1,3,4,1,2,0,1,1,4,3,4,4,4,3,4,0,4,6,1,0,0,5,3,4,0,2,2,4,4,1,3,1,3,2,6,2,3,6,4,1,4,2,1,2,2,2,3,4,4,2,5,3,4,2,0,3
"S306","prolific","Dimensions","2024-11-19 21:53:29",15.3428333333333,"chrome 129.0.0","false","Mac OS",1470,775,"Automatic","Female",33,"Bachelor","Business, Economics",TRUE,"Mixed","United Kingdom",3,"Those were some interesting questions haha! Best of luck with your research  :).",0,1,2,3,5,0,3,4,1,3,2,4,1,5,1,3,3,4,5,4,5,1,1,5,3,3,5,3,4,1,4,5,6,5,1,5,3,4,4,1,5,1,1,5,1,5,5,1,5,3,2,1,1,0,5,1,5,5,3,2,5,6,4,1,1,3,3,1,3,4,2,4,1,1,4,1,5,0,4,3,2,3,4,3,1,3,5,3,4,6,3,3,2,4,4,3,3,4,4,4,5,2,3,4,4,4,6,3,5,5,5,5,4,4,4,3,5,5,5,5,5,3,5,5,4,4,4,5
"S467","prolific","Domains","2024-11-21 17:54:46",17.3462666666667,"chrome 131.0.0","false","Windows 10",1366,607,"Automatic","Male",35,"Bachelor","Business, Economics",FALSE,"Black","United Kingdom",4,NA,0,0,0,4,6,0,0,5,0,0,0,1,5,6,4,6,2,5,1,2,6,3,6,2,0,1,6,0,6,0,3,5,6,5,0,3,0,5,5,2,4,0,5,0,0,1,1,0,6,4,0,0,0,0,3,0,5,1,0,0,0,6,5,3,0,0,5,0,0,3,0,0,2,0,4,0,1,0,0,1,0,4,1,3,1,4,4,1,0,6,1,0,5,3,0,0,5,1,0,0,6,3,1,0,0,0,6,2,5,0,0,4,0,3,0,0,0,3,0,4,6,0,1,2,0,0,0,0
"S448","prolific","Domains","2024-11-21 16:22:29",36.50255,"chrome 121.0.0","false","Windows 10",1280,593,"Automatic","Female",23,"Master","Biology, Chemistry, Physics",TRUE,"Black","United Kingdom",3,NA,0,5,5,5,6,0,3,5,4,6,1,6,2,6,0,2,5,5,6,4,6,4,0,2,5,3,5,4,6,5,0,6,6,5,0,6,6,1,1,0,6,1,5,5,6,6,6,0,6,5,1,1,0,0,1,4,0,5,6,1,6,6,5,3,1,1,5,6,2,3,4,5,0,0,5,5,4,0,1,5,1,0,5,1,4,5,6,4,6,6,5,6,0,6,5,4,5,5,5,6,6,2,6,6,5,5,6,5,6,2,5,5,5,6,5,3,6,6,6,6,5,4,5,5,5,6,3,6
"S084","prolific","Domains","2024-11-19 11:01:17",9.52473333333333,"chrome 130.0.0","false","Mac OS",1420,709,"Automatic","Female",57,"Bachelor","Arts and Humanities",FALSE,"White","United States",4,NA,0,2,1,5,5,0,3,5,0,1,1,5,1,5,1,4,2,3,4,1,6,1,4,5,1,1,5,1,5,2,4,5,6,6,1,6,2,4,5,3,5,1,2,5,1,5,2,1,5,4,0,1,0,0,4,4,5,4,5,0,4,6,1,4,1,2,0,0,3,4,4,5,1,1,5,4,5,0,1,5,1,1,5,5,5,5,4,1,2,6,5,1,4,4,2,2,6,4,5,5,5,5,4,2,5,2,6,4,4,1,3,5,5,5,5,3,5,5,2,1,5,1,4,3,0,5,5,5
"S174","prolific","Dimensions","2024-11-19 14:41:05",8.03946666666667,"chrome 130.0.0","false","Windows 10",1920,945,"Automatic","Female",25,"Bachelor","Business, Economics",TRUE,"White","United States",3,NA,0,4,4,4,5,0,5,5,5,4,3,6,5,5,4,4,4,4,5,5,5,4,4,4,4,3,5,5,6,4,5,4,6,4,2,4,5,5,4,5,5,3,5,5,3,5,5,4,5,5,4,4,4,0,4,3,4,5,5,4,4,6,4,4,4,5,4,5,5,4,4,5,4,5,4,5,4,0,4,3,3,4,4,5,4,4,5,4,5,6,5,4,4,4,5,5,5,5,5,4,5,5,5,4,4,5,6,5,4,5,5,5,5,4,4,4,5,5,4,5,5,4,5,5,2,4,5,5
"S220","prolific","Random","2024-11-19 18:02:02",9.19918333333333,"firefox 132.0.0","false","Windows 10",1842,966,"Automatic","Male",27,"High school",NA,FALSE,"White","United Kingdom",4,NA,0,5,1,2,4,0,5,5,4,5,1,4,4,4,2,5,4,3,4,0,5,0,5,6,2,1,6,2,5,0,4,6,6,6,4,6,4,4,6,1,6,0,4,6,0,6,0,0,4,3,2,0,0,0,5,1,6,2,0,2,5,6,4,5,0,4,0,0,0,4,5,0,0,0,6,0,4,0,2,0,0,4,5,0,4,1,4,0,2,6,0,0,5,4,0,0,6,0,3,0,0,6,4,0,1,0,6,0,0,0,4,6,4,0,6,0,5,2,0,4,4,0,2,2,0,5,0,1
"S129","prolific","Random","2024-11-19 12:38:54",13.7138666666667,"safari 17.6.0","false","Mac OS",1180,777,"Automatic","Male",61,"High school",NA,FALSE,"White","United States",4,"I really enjoyed doing this one. It made me think about the way I feel at different times so I did enjoy this survey..",0,5,4,5,5,0,4,5,1,3,5,5,1,4,4,4,5,2,6,4,6,5,4,6,2,0,4,0,5,1,5,6,6,6,2,6,6,6,5,2,6,6,6,6,3,6,6,0,5,6,0,1,1,0,6,0,6,6,6,1,5,6,5,2,0,1,4,5,0,4,3,3,0,2,3,1,6,0,2,2,2,2,3,2,3,1,5,2,5,6,4,5,1,4,3,5,0,4,5,4,6,1,5,4,4,5,6,5,5,3,5,4,5,4,6,5,5,4,6,5,6,6,5,5,4,4,5,5
